100.0,
50.0,
66.66666666666666,
75.0,
80.0,
83.33333333333334,
85.71428571428571,
87.5,
88.88888888888889,
90.0,
90.9090909090909,
91.66666666666666,
92.3076923076923,
85.71428571428571,
86.66666666666667,
81.25,
82.35294117647058,
83.33333333333334,
84.21052631578947,
85.0,
85.71428571428571,
86.36363636363636,
86.95652173913044,
87.5,
88.0,
88.46153846153845,
88.88888888888889,
85.71428571428571,
86.20689655172413,
86.66666666666667,
87.09677419354838,
87.5,
87.87878787878788,
88.23529411764706,
88.57142857142857,
88.88888888888889,
89.1891891891892,
89.47368421052632,
89.74358974358975,
87.5,
85.36585365853658,
85.71428571428571,
86.04651162790698,
86.36363636363636,
86.66666666666667,
86.95652173913044,
87.2340425531915,
87.5,
87.75510204081633,
88.0,
88.23529411764706,
88.46153846153845,
88.67924528301887,
88.88888888888889,
89.0909090909091,
89.28571428571429,
89.47368421052632,
89.65517241379311,
89.83050847457628,
90.0,
90.1639344262295,
90.32258064516128,
88.88888888888889,
89.0625,
89.23076923076924,
89.39393939393939,
89.55223880597015,
89.70588235294117,
89.85507246376811,
90.0,
88.73239436619718,
88.88888888888889,
89.04109589041096,
89.1891891891892,
89.33333333333333,
89.47368421052632,
89.6103896103896,
89.74358974358975,
89.87341772151899,
90.0,
90.12345679012346,
89.02439024390245,
87.95180722891565,
88.09523809523809,
88.23529411764706,
88.37209302325581,
88.50574712643679,
87.5,
87.64044943820225,
87.77777777777777,
87.91208791208791,
88.04347826086956,
88.17204301075269,
88.29787234042553,
88.42105263157895,
88.54166666666666,
88.65979381443299,
88.77551020408163,
88.88888888888889,
89.0,
89.10891089108911,
89.2156862745098,
89.32038834951457,
89.42307692307693,
89.52380952380953,
89.62264150943396,
89.7196261682243,
89.81481481481481,
89.90825688073394,
90.0,
90.09009009009009,
90.17857142857143,
90.2654867256637,
90.35087719298247,
90.43478260869566,
90.51724137931035,
90.5982905982906,
90.67796610169492,
90.75630252100841,
90.83333333333333,
90.9090909090909,
90.98360655737704,
91.05691056910568,
91.12903225806451,
91.2,
91.26984126984127,
91.33858267716536,
91.40625,
91.47286821705426,
91.53846153846153,
91.6030534351145,
91.66666666666666,
91.72932330827066,
91.7910447761194,
91.85185185185185,
91.91176470588235,
91.97080291970804,
92.02898550724638,
92.08633093525181,
91.42857142857143,
91.48936170212765,
91.54929577464789,
91.6083916083916,
91.66666666666666,
91.72413793103448,
91.78082191780823,
91.83673469387756,
91.8918918918919,
91.94630872483222,
92.0,
92.05298013245033,
92.10526315789474,
92.15686274509804,
92.20779220779221,
92.25806451612904,
92.3076923076923,
92.35668789808918,
92.40506329113924,
92.45283018867924,
91.875,
91.92546583850931,
91.9753086419753,
92.02453987730061,
92.07317073170732,
92.12121212121212,
91.56626506024097,
91.61676646706587,
91.07142857142857,
91.12426035502959,
90.58823529411765,
90.64327485380117,
90.11627906976744,
90.17341040462428,
89.65517241379311,
89.71428571428571,
89.20454545454545,
89.26553672316385,
89.32584269662921,
88.8268156424581,
88.33333333333333,
88.39779005524862,
88.46153846153845,
88.52459016393442,
88.58695652173914,
88.64864864864866,
88.70967741935483,
88.77005347593582,
88.82978723404256,
88.88888888888889,
88.94736842105263,
89.00523560209425,
89.0625,
89.11917098445595,
89.17525773195877,
89.23076923076924,
89.28571428571429,
89.34010152284264,
89.39393939393939,
89.44723618090453,
89.5,
89.05472636815921,
89.10891089108911,
89.16256157635468,
89.2156862745098,
89.26829268292683,
89.32038834951457,
89.3719806763285,
89.42307692307693,
89.47368421052632,
89.52380952380953,
89.57345971563981,
89.62264150943396,
89.2018779342723,
89.25233644859813,
89.30232558139535,
89.35185185185185,
89.40092165898618,
89.44954128440367,
89.49771689497716,
89.54545454545455,
89.14027149321268,
89.1891891891892,
89.23766816143498,
89.28571428571429,
89.33333333333333,
89.38053097345133,
89.42731277533039,
89.03508771929825,
89.08296943231441,
89.13043478260869,
89.17748917748918,
88.79310344827587,
88.8412017167382,
88.88888888888889,
88.93617021276596,
88.98305084745762,
89.0295358649789,
89.07563025210085,
89.1213389121339,
89.16666666666667,
88.79668049792531,
88.84297520661157,
88.88888888888889,
88.52459016393442,
88.57142857142857,
88.6178861788618,
88.66396761133603,
88.70967741935483,
88.75502008032129,
88.8,
88.44621513944223,
88.4920634920635,
88.53754940711462,
88.58267716535433,
88.62745098039215,
88.671875,
88.715953307393,
88.37209302325581,
88.41698841698842,
88.46153846153845,
88.50574712643679,
88.54961832061069,
88.59315589353612,
88.63636363636364,
88.67924528301887,
88.7218045112782,
88.76404494382022,
88.80597014925374,
88.84758364312268,
88.88888888888889,
88.92988929889299,
88.60294117647058,
88.64468864468864,
88.6861313868613,
88.72727272727273,
88.76811594202898,
88.8086642599278,
88.84892086330936,
88.88888888888889,
88.92857142857142,
88.96797153024912,
89.00709219858156,
89.04593639575971,
89.08450704225352,
89.12280701754386,
89.16083916083916,
89.19860627177701,
89.23611111111111,
89.27335640138409,
89.3103448275862,
89.3470790378007,
89.38356164383562,
89.419795221843,
89.45578231292517,
89.49152542372882,
89.52702702702703,
89.56228956228956,
89.59731543624162,
89.63210702341136,
89.66666666666666,
89.70099667774086,
89.73509933774835,
89.43894389438944,
89.14473684210526,
89.18032786885246,
89.2156862745098,
89.25081433224756,
89.28571428571429,
88.9967637540453,
89.03225806451613,
89.06752411575563,
89.1025641025641,
88.81789137380191,
88.85350318471338,
88.88888888888889,
88.92405063291139,
88.64353312302839,
88.67924528301887,
88.71473354231975,
88.75,
88.78504672897196,
88.50931677018633,
88.54489164086688,
88.58024691358025,
88.61538461538461,
88.65030674846625,
88.68501529051987,
88.71951219512195,
88.75379939209726,
88.7878787878788,
88.82175226586104,
88.85542168674698,
88.88888888888889,
88.92215568862275,
88.95522388059702,
88.98809523809523,
89.02077151335311,
89.05325443786982,
89.08554572271386,
89.11764705882354,
89.14956011730204,
89.18128654970761,
89.21282798833819,
88.95348837209302,
88.98550724637681,
89.01734104046243,
89.04899135446685,
88.79310344827587,
88.82521489971347,
88.85714285714286,
88.88888888888889,
88.92045454545455,
88.95184135977338,
88.98305084745762,
89.01408450704226,
89.04494382022472,
89.07563025210085,
89.10614525139665,
89.13649025069638,
89.16666666666667,
89.19667590027701,
89.22651933701657,
89.25619834710744,
89.28571428571429,
89.31506849315069,
89.34426229508196,
89.3732970027248,
89.40217391304348,
89.43089430894308,
89.45945945945945,
89.4878706199461,
89.51612903225806,
89.54423592493298,
89.57219251336899,
89.60000000000001,
89.36170212765957,
89.38992042440319,
89.41798941798942,
89.44591029023746,
89.47368421052632,
89.501312335958,
89.52879581151832,
89.55613577023499,
89.58333333333334,
89.6103896103896,
89.63730569948186,
89.66408268733849,
89.69072164948454,
89.7172236503856,
89.74358974358975,
89.769820971867,
89.79591836734694,
89.82188295165395,
89.84771573604061,
89.87341772151899,
89.8989898989899,
89.92443324937027,
89.9497487437186,
89.97493734335839,
90.0,
90.02493765586036,
90.04975124378109,
90.07444168734492,
90.0990099009901,
90.12345679012346,
90.14778325123153,
90.17199017199017,
89.95098039215686,
89.97555012224939,
90.0,
90.02433090024331,
90.0485436893204,
90.07263922518159,
90.09661835748793,
90.12048192771084,
90.14423076923077,
90.16786570743405,
90.19138755980862,
90.21479713603819,
90.23809523809524,
90.26128266033254,
90.04739336492891,
90.0709219858156,
90.09433962264151,
90.11764705882352,
90.14084507042254,
90.1639344262295,
90.18691588785047,
90.20979020979021,
90.23255813953487,
90.25522041763341,
90.04629629629629,
90.06928406466513,
90.09216589861751,
90.11494252873563,
89.90825688073394,
89.93135011441647,
89.95433789954338,
89.749430523918,
89.77272727272727,
89.79591836734694,
89.59276018099548,
89.61625282167043,
89.63963963963964,
89.66292134831461,
89.68609865470853,
89.70917225950782,
89.73214285714286,
89.75501113585747,
89.55555555555556,
89.3569844789357,
89.38053097345133,
89.40397350993378,
89.20704845814979,
89.23076923076924,
89.25438596491229,
89.05908096280088,
89.08296943231441,
89.10675381263616,
88.91304347826086,
88.93709327548807,
88.96103896103897,
88.76889848812095,
88.79310344827587,
88.81720430107526,
88.8412017167382,
88.86509635974305,
88.88888888888889,
88.91257995735607,
88.93617021276596,
88.95966029723992,
88.98305084745762,
89.00634249471459,
89.0295358649789,
89.05263157894737,
89.07563025210085,
89.09853249475891,
89.1213389121339,
89.14405010438414,
89.16666666666667,
89.1891891891892,
89.21161825726142,
89.23395445134575,
89.25619834710744,
89.27835051546393,
89.30041152263375,
89.3223819301848,
89.34426229508196,
89.36605316973414,
89.38775510204081,
89.40936863543789,
89.43089430894308,
89.24949290060852,
89.27125506072875,
89.29292929292929,
89.31451612903226,
89.33601609657947,
89.35742971887551,
89.37875751503006,
89.4,
89.42115768463074,
89.44223107569721,
89.46322067594433,
89.48412698412699,
89.50495049504951,
89.52569169960475,
89.3491124260355,
89.37007874015748,
89.3909626719057,
89.2156862745098,
89.23679060665361,
89.2578125,
89.27875243664717,
89.29961089494164,
89.32038834951457,
89.34108527131784,
89.36170212765957,
89.38223938223938,
89.40269749518305,
89.42307692307693,
89.44337811900192,
89.46360153256705,
89.48374760994264,
89.50381679389314,
89.52380952380953,
89.54372623574145,
89.56356736242884,
89.58333333333334,
89.60302457466919,
89.62264150943396,
89.6421845574388,
89.66165413533834,
89.6810506566604,
89.70037453183521,
89.7196261682243,
89.73880597014924,
89.75791433891993,
89.77695167286245,
89.79591836734694,
89.81481481481481,
89.83364140480592,
89.85239852398524,
89.87108655616943,
89.88970588235294,
89.90825688073394,
89.92673992673993,
89.94515539305301,
89.96350364963503,
89.98178506375227,
89.81818181818181,
89.83666061705989,
89.85507246376811,
89.87341772151899,
89.89169675090253,
89.90990990990991,
89.92805755395683,
89.94614003590664,
89.96415770609319,
89.98211091234347,
90.0,
90.01782531194296,
90.0355871886121,
90.05328596802842,
90.0709219858156,
90.08849557522124,
90.10600706713781,
90.12345679012346,
90.14084507042254,
90.15817223198594,
90.17543859649123,
90.19264448336253,
90.20979020979021,
90.22687609075044,
